pool_rank,benchmark,task_id,task_column,candidate_reason,mix_selection_score,final_priority_score,difficulty_tier,difficulty_signal,representative_signal,unique_unpredictable_signal,discrimination_signal,observed_count,imputed_mean,observed_mean,observed_std,strength_correlation,useful_representativeness_score,task_unpredictability_score,representative_rank_within_benchmark,unique_rank_within_benchmark,composite_rank_within_benchmark,base_representative_task,difficult_task,frontier_task_with_signal,unique_unpredictable_task,high_composite_task
54,aider-polyglot,polyglot_java_go-counting,aider-polyglot/polyglot_java_go-counting,high_composite,0.7311034963706636,0.7311034963706636,medium,0.604166625,0.8416289592760181,0.6606334841628959,0.8022222222222222,16,0.395833375,0.395833375,0.4284784550690493,0.5890264613108981,0.33574413377664386,0.10931186334673959,36.0,76.0,7.0,False,False,False,False,True
55,aider-polyglot,polyglot_java_affine-cipher,aider-polyglot/polyglot_java_affine-cipher,difficult;unique_unpredictable,0.6501018255797512,0.7301018255797512,hard,0.7500000625000001,0.4841628959276018,0.832579185520362,0.5666666666666667,16,0.2499999375,0.2499999375,0.3818812942743904,0.4793321616062956,0.2294301733387219,0.1633400332274254,115.0,38.0,41.0,False,True,False,True,False
56,aider-polyglot,polyglot_go_error-handling,aider-polyglot/polyglot_go_error-handling,high_composite,0.7239417524981147,0.7239417524981147,medium,0.39583337500000004,0.9683257918552036,0.5656108597285068,0.9644444444444444,16,0.604166625,0.604166625,0.459751618101812,0.730443110259212,0.37991816640194553,0.08197543570875232,8.0,97.0,8.0,False,False,False,False,True
57,aider-polyglot,polyglot_python_react,aider-polyglot/polyglot_python_react,unique_unpredictable;high_composite,0.6777867542892155,0.7177867542892156,medium,0.604166625,0.6515837104072398,0.8054298642533937,0.6488888888888888,16,0.395833375,0.395833375,0.3947353829712816,0.4651279266285085,0.27290862154227974,0.15204104104161698,78.0,44.0,29.0,False,False,False,True,True
58,aider-polyglot,polyglot_java_circular-buffer,aider-polyglot/polyglot_java_circular-buffer,high_composite,0.7167531895032051,0.7167531895032051,medium,0.5624999375000002,0.8552036199095022,0.5565610859728507,0.9177777777777778,16,0.4375000624999999,0.4375000624999999,0.4521361653077351,0.5682151661973713,0.33740989746889677,0.07814558079408918,33.0,99.0,10.0,False,False,False,False,True
59,aider-polyglot,polyglot_go_kindergarten-garden,aider-polyglot/polyglot_go_kindergarten-garden,difficult;unique_unpredictable,0.6329875617694193,0.7129875617694194,hard,0.7916666875,0.3438914027149321,0.9095022624434389,0.5822222222222222,16,0.2083333125,0.2083333125,0.3886407871780056,0.3973174442770673,0.19496415893022576,0.2170397476429654,146.0,21.0,54.0,False,True,False,True,False
60,aider-polyglot,polyglot_rust_fizzy,aider-polyglot/polyglot_rust_fizzy,high_composite,0.71256939201546,0.71256939201546,medium,0.583333375,0.7149321266968326,0.7647058823529411,0.8355555555555556,16,0.4166666249999999,0.4166666249999999,0.4330127259485099,0.6291869591684325,0.29206055796453256,0.13983972386278543,64.0,53.0,11.0,False,False,False,False,True
61,aider-polyglot,polyglot_go_sublist,aider-polyglot/polyglot_go_sublist,high_composite,0.7074212123868777,0.7074212123868777,medium,0.54166675,0.7918552036199095,0.667420814479638,0.8533333333333334,16,0.45833325,0.45833325,0.4389855967645037,0.6453012034847905,0.3179093297508838,0.10961082763968366,47.0,74.0,12.0,False,False,False,False,True
62,aider-polyglot,polyglot_javascript_killer-sudoku-helper,aider-polyglot/polyglot_javascript_killer-sudoku-helper,high_composite,0.70522227985954,0.70522227985954,medium,0.3958333125,0.9773755656108597,0.4660633484162896,0.9844444444444445,16,0.6041666875,0.6041666875,0.4746160756557239,0.7044489581866742,0.3847693083638538,0.05911237837017469,6.0,119.0,13.0,False,False,False,False,True
63,aider-polyglot,polyglot_go_two-bucket,aider-polyglot/polyglot_go_two-bucket,high_composite,0.7049602343278658,0.7049602343278658,medium,0.43750006250000006,0.8914027149321267,0.583710407239819,0.9177777777777778,16,0.5624999374999999,0.5624999374999999,0.4521361653077351,0.7253080028438516,0.3557702058626421,0.0877944779392581,25.0,93.0,14.0,False,False,False,False,True
64,aider-polyglot,polyglot_javascript_meetup,aider-polyglot/polyglot_javascript_meetup,unique_unpredictable;high_composite,0.6631451890789969,0.7031451890789969,medium,0.37500006249999995,0.7285067873303167,0.8190045248868778,0.7311111111111112,16,0.6249999375,0.6249999375,0.4061164930199322,0.6499274586600721,0.2966571953931587,0.1527804709286935,61.0,41.0,34.0,False,False,False,True,True
65,aider-polyglot,polyglot_go_protein-translation,aider-polyglot/polyglot_go_protein-translation,high_composite,0.7031127398897059,0.7031127398897059,medium,0.4583333125,0.746606334841629,0.748868778280543,0.9333333333333333,16,0.5416666875,0.5416666875,0.4545296924508506,0.6684645238890177,0.3037362842765033,0.1357282951070905,57.0,57.0,15.0,False,False,False,False,True
66,aider-polyglot,polyglot_cpp_space-age,aider-polyglot/polyglot_cpp_space-age,high_composite,0.702293750989819,0.702293750989819,medium,0.45833337500000004,0.9502262443438914,0.504524886877828,0.86,16,0.541666625,0.541666625,0.4389856086289838,0.6784243014932893,0.3710396664199304,0.06982533715577599,12.0,110.0,17.0,False,False,False,False,True
67,aider-polyglot,polyglot_python_grade-school,aider-polyglot/polyglot_python_grade-school,high_composite,0.7015096205929487,0.7015096205929487,medium,0.4791666875,0.9366515837104072,0.4502262443438914,0.9422222222222222,16,0.5208333125,0.5208333125,0.4559597868858227,0.6311740334935763,0.36806444232023416,0.05820528803373837,15.0,123.0,18.0,False,False,False,False,True
68,aider-polyglot,polyglot_go_tree-building,aider-polyglot/polyglot_go_tree-building,high_composite,0.7005009322680995,0.7005009322680995,medium,0.35416662499999996,0.9547511312217195,0.579185520361991,0.8866666666666667,16,0.645833375,0.645833375,0.4482798934228864,0.7315712650316007,0.3714009438872147,0.08561956798997394,11.0,94.0,19.0,False,False,False,False,True
69,aider-polyglot,polyglot_cpp_circular-buffer,aider-polyglot/polyglot_cpp_circular-buffer,unique_unpredictable,0.6539651310803167,0.6939651310803168,medium,0.645833375,0.4253393665158371,0.918552036199095,0.76,16,0.354166625,0.354166625,0.4161455261784744,0.3476880655199054,0.21618606097435375,0.22838144745190347,128.0,19.0,39.0,False,False,False,True,False
70,aider-polyglot,polyglot_java_resistor-color-trio,aider-polyglot/polyglot_java_resistor-color-trio,unique_unpredictable,0.6467954321973982,0.6867954321973982,medium,0.3958333125,0.49321266968325794,0.9728506787330317,0.88,16,0.6041666875,0.6041666875,0.4443902062174242,0.5087820492605535,0.2311554390314547,0.29004685136142405,113.0,7.0,43.0,False,False,False,True,False
71,aider-polyglot,polyglot_cpp_all-your-base,aider-polyglot/polyglot_cpp_all-your-base,high_composite,0.6854918929110105,0.6854918929110105,medium,0.6875,0.6289592760180995,0.6832579185520362,0.8177777777777778,16,0.3125,0.3125,0.4325112554733403,0.4721110857844082,0.264963917213381,0.11341697960956165,83.0,71.0,22.0,False,False,False,False,True
72,aider-polyglot,polyglot_python_forth,aider-polyglot/polyglot_python_forth,high_composite,0.6832088937358597,0.6832088937358597,medium,0.5833333125,0.8280542986425339,0.4502262443438914,0.9,16,0.4166666875,0.4166666875,0.4487637610084674,0.5293255219971527,0.3284059861846781,0.05820528803373837,39.0,122.0,23.0,False,False,False,False,True
73,aider-polyglot,polyglot_java_pythagorean-triplet,aider-polyglot/polyglot_java_pythagorean-triplet,high_composite,0.6824924637302037,0.6824924637302037,medium,0.4166666875,0.8190045248868778,0.6266968325791855,0.9,16,0.5833333125,0.5833333125,0.4487637610084674,0.5816885955569637,0.32619065098954925,0.09779861570551784,41.0,83.0,24.0,False,False,False,False,True
74,aider-polyglot,polyglot_python_two-bucket,aider-polyglot/polyglot_python_two-bucket,high_composite,0.6820169683257918,0.6820169683257918,medium,0.375,0.9457013574660633,0.5610859728506787,0.78,16,0.625,0.625,0.4228705147231833,0.7359174885824288,0.3687798904464788,0.07875023063903985,13.0,98.0,25.0,False,False,False,False,True
75,aider-polyglot,polyglot_cpp_grade-school,aider-polyglot/polyglot_cpp_grade-school,unique_unpredictable,0.6410880571738311,0.6810880571738311,medium,0.39583337500000004,0.6244343891402715,0.9049773755656109,0.6488888888888888,16,0.604166625,0.604166625,0.3947353829712816,0.5968450270622889,0.2645480682579307,0.21351433825520272,84.0,22.0,48.0,False,False,False,True,False
76,aider-polyglot,polyglot_go_paasio,aider-polyglot/polyglot_go_paasio,difficult;unique_unpredictable,0.6008608649368402,0.6808608649368403,hard,0.7916666875,0.20361990950226244,0.9773755656108597,0.5822222222222222,16,0.2083333125,0.2083333125,0.3886407871780056,0.3761096012591985,0.15309310516068075,0.29244206017575114,177.0,6.0,73.0,False,True,False,True,False
