task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count,is_bounded_score_task,is_reliable_observed_task,is_discriminative_task,is_mix_candidate_pool
swebench-verified/sphinx-doc__sphinx-9602,swebench-verified,sphinx-doc__sphinx-9602,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.340729690621104,frontier,0,0,True,True,True,True
bixbench/bix-25-q1,bixbench,bix-25-q1,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.333331444799171,frontier,0,0,True,True,True,True
financeagent_terminal/financeagent-45,financeagent_terminal,financeagent-45,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.333331444799171,frontier,0,0,True,True,True,True
skillsbench/video-filler-word-remover,skillsbench,video-filler-word-remover,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.333331444799171,frontier,0,0,True,True,True,True
swebenchpro/instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf,swebenchpro,instance_ansible__ansible-40ade1f84b8bb10a63576b0ac320c13f57c87d34-v6382ea168a93d80a64aab1fbd8c4f02dc5ada5bf,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.333331444799171,frontier,0,0,True,True,True,True
mmau/8c017759-858f-4b9b-91b4-d551bf3388f8,mmau,8c017759-858f-4b9b-91b4-d551bf3388f8,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.3154553029479101,frontier,0,0,True,True,True,True
algotune/algotune-qz-factorization,algotune,algotune-qz-factorization,16,0,0.0,0.002610125,0.0045262175692707,0.0,0.017843,0.002610125,0.002610125,0.0045262175692707,0.3110062438636594,frontier,0,0,True,True,False,True
qcircuitbench/universal_2-n9,qcircuitbench,universal_2-n9,16,0,0.0,0.0468958124999999,0.1249530945016062,0.0,0.417,0.0468958124999999,0.0468958124999999,0.1249530945016062,0.297018387714175,frontier,0,0,True,True,True,True
swesmith/oauthlib__oauthlib.1fd52536.combine_file__co0s9qz2,swesmith,oauthlib__oauthlib.1fd52536.combine_file__co0s9qz2,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.289774708874856,frontier,0,0,True,True,True,True
featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_swin2sr.f5cba486.lv1,featurebench-modal,huggingface__transformers.e2e8dbed.test_modeling_swin2sr.f5cba486.lv1,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.2872126104010021,frontier,0,0,True,True,True,True
featurebench-modal/mlflow__mlflow.93dab383.test_unity_catalog_models_artifact_repo.ad6e49d9.lv1,featurebench-modal,mlflow__mlflow.93dab383.test_unity_catalog_models_artifact_repo.ad6e49d9.lv1,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.2872126104010021,frontier,0,0,True,True,True,True
featurebench-modal/pypa__hatch.ff4b4040.test_config.38d2ef18.lv1,featurebench-modal,pypa__hatch.ff4b4040.test_config.38d2ef18.lv1,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.2872126104010021,frontier,0,0,True,True,True,True
swesmith/oauthlib__oauthlib.1fd52536.combine_file__ce2ryqth,swesmith,oauthlib__oauthlib.1fd52536.combine_file__ce2ryqth,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.2872126104010021,frontier,0,0,True,True,True,True
swesmith/oauthlib__oauthlib.1fd52536.combine_file__h9t9n344,swesmith,oauthlib__oauthlib.1fd52536.combine_file__h9t9n344,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.2872126104010021,frontier,0,0,True,True,True,True
algotune/algotune-rocket-landing-optimization,algotune,algotune-rocket-landing-optimization,16,0,0.0,0.018606125,0.0513059288994398,0.0,0.208639,0.018606125,0.018606125,0.0513059288994398,0.2830319340210352,frontier,0,0,True,True,True,True
featurebench-modal/huggingface__transformers.e2e8dbed.test_modeling_prompt_depth_anything.2d54afdc.lv1,featurebench-modal,huggingface__transformers.e2e8dbed.test_modeling_prompt_depth_anything.2d54afdc.lv1,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.2801665828243414,frontier,0,0,True,True,True,True
gaia2/gaia2-cli/0565_2jrc925ifrssukl69pgrqd7ap2pt1zuz,gaia2,gaia2-cli/0565_2jrc925ifrssukl69pgrqd7ap2pt1zuz,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.2801665828243414,frontier,0,0,True,True,True,True
terminal-bench/torch-pipeline-parallelism,terminal-bench,torch-pipeline-parallelism,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.279814364579069,frontier,0,0,True,True,True,True
algotune/algotune-sparse-eigenvectors-complex,algotune,algotune-sparse-eigenvectors-complex,16,0,0.0,0.0107199375,0.0307384433923319,0.0,0.120608,0.0107199375,0.0107199375,0.0307384433923319,0.277620494877922,frontier,0,0,True,True,True,True
algotune/algotune-lasso,algotune,algotune-lasso,16,0,0.0,0.0116380624999999,0.0389902827998027,0.0,0.16082,0.0116380624999999,0.0116380624999999,0.0389902827998027,0.2773880446819686,frontier,0,0,True,True,True,True
algotune/algotune-fft-convolution,algotune,algotune-fft-convolution,16,0,0.0,0.0065758125,0.0144672654301821,0.0,0.056433,0.0065758125,0.0065758125,0.0144672654301821,0.2749322404859241,frontier,0,0,True,True,False,True
gso/gso-uploadcare--pillow-simd-7511039,gso,gso-uploadcare--pillow-simd-7511039,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.254133770506015,frontier,0,0,True,True,True,True
swesmith/oauthlib__oauthlib.1fd52536.combine_file__a0mopj7p,swesmith,oauthlib__oauthlib.1fd52536.combine_file__a0mopj7p,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.254133770506015,frontier,0,0,True,True,True,True
algotune/algotune-upfirdn1d,algotune,algotune-upfirdn1d,16,0,0.0,0.0175274375,0.0323275644206471,0.0,0.121282,0.0175274375,0.0175274375,0.0323275644206471,0.2527904159978635,frontier,0,0,True,True,True,True
gso/gso-pandas-dev--pandas-bfaf917,gso,gso-pandas-dev--pandas-bfaf917,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2449744206486853,frontier,0,0,True,True,True,True
hle/hle/hle__672481e607ba5eb2c1c53534,hle,hle/hle__672481e607ba5eb2c1c53534,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2449744206486853,frontier,0,0,True,True,True,True
skillsbench/jpg-ocr-stat,skillsbench,jpg-ocr-stat,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2449744206486853,frontier,0,0,True,True,True,True
swtbench/sympy__sympy-13798,swtbench,sympy__sympy-13798,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2449744206486853,frontier,0,0,True,True,True,True
algotune/algotune-vectorized-newton,algotune,algotune-vectorized-newton,16,0,0.0,0.034968625,0.1354329022647723,0.0,0.559498,0.034968625,0.034968625,0.1354329022647723,0.2449744206486852,frontier,0,0,True,True,True,True
arc-agi-2/4e34c42c_0,arc-agi-2,4e34c42c_0,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
bigcodebench/bigcodebench_424,bigcodebench,bigcodebench_424,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
bigcodebench/bigcodebench_952,bigcodebench,bigcodebench_952,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
featurebench-modal/mesonbuild__meson.f5d81d07.cargotests.8e49c2d0.lv1,featurebench-modal,mesonbuild__meson.f5d81d07.cargotests.8e49c2d0.lv1,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
featurebench-modal/mlflow__mlflow.93dab383.test_presigned_url_artifact_repo.8d57288e.lv1,featurebench-modal,mlflow__mlflow.93dab383.test_presigned_url_artifact_repo.8d57288e.lv1,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
gaia/5f982798-16b9-4051-ab57-cfc7ebdb2a91,gaia,5f982798-16b9-4051-ab57-cfc7ebdb2a91,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
gso/gso-huggingface--transformers-d51b589,gso,gso-huggingface--transformers-d51b589,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
hle/hle/hle__6705610417b54abf9a949f33,hle,hle/hle__6705610417b54abf9a949f33,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
hle/hle/hle__671dacdd355c956ce7de5aa5,hle,hle/hle__671dacdd355c956ce7de5aa5,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
labbench/figqa-0114,labbench,figqa-0114,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
medagentbench/task3_9,medagentbench,task3_9,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
omnimath/omnimath_2428,omnimath,omnimath_2428,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
omnimath/omnimath_476,omnimath,omnimath_476,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
scicode/scicode-63,scicode,scicode-63,16,0,0.0,0.0069444375,0.0268956907862782,0.0,0.111111,0.0069444375,0.0069444375,0.0268956907862782,0.2449744206486851,frontier,0,0,True,True,False,True
seal0/107,seal0,107,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
seal0/55,seal0,55,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
skillsbench/seismic-phase-picking,skillsbench,seismic-phase-picking,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
spider2/twilio001,spider2,twilio001,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
swebenchpro/instance_gravitational__teleport-eda668c30d9d3b56d9c69197b120b01013611186,swebenchpro,instance_gravitational__teleport-eda668c30d9d3b56d9c69197b120b01013611186,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
swebenchpro/instance_nodebb__nodebb-8ca65b0c78c67c1653487c02d1135e1b702185e1-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,swebenchpro,instance_nodebb__nodebb-8ca65b0c78c67c1653487c02d1135e1b702185e1-vf2cf3cbd463b7ad942381f1c6d077626485a1e9e,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
widesearch/widesearch/widesearch-ws-en-045,widesearch,widesearch/widesearch-ws-en-045,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.2449744206486851,frontier,0,0,True,True,True,True
algotune/algotune-integer-factorization,algotune,algotune-integer-factorization,16,0,0.0,0.0440516875,0.1697362978095429,0.0,0.701435,0.0440516875,0.0440516875,0.1697362978095429,0.2205555991167476,frontier,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-26,aa-lcr,aa-lcr/aa-lcr-26,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
arc-agi-2/2b83f449_0,arc-agi-2,2b83f449_0,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
arc-agi-2/62593bfd_1,arc-agi-2,62593bfd_1,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
arc-agi-2/88bcf3b4_0,arc-agi-2,88bcf3b4_0,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
arc-agi-2/a32d8b75_0,arc-agi-2,a32d8b75_0,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
bfcl/bfcl-simple-java-70,bfcl,bfcl-simple-java-70,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
bigcodebench/bigcodebench_177,bigcodebench,bigcodebench_177,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
bigcodebench/bigcodebench_503,bigcodebench,bigcodebench_503,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
featurebench-modal/mlflow__mlflow.93dab383.test_log_image.439a816d.lv1,featurebench-modal,mlflow__mlflow.93dab383.test_log_image.439a816d.lv1,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
featurebench-modal/pandas-dev__pandas.82fa2715.test_formats.05080a4e.lv1,featurebench-modal,pandas-dev__pandas.82fa2715.test_formats.05080a4e.lv1,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
gaia/0bdb7c40-671d-4ad1-9ce3-986b159c0ddc,gaia,0bdb7c40-671d-4ad1-9ce3-986b159c0ddc,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
gpqa-diamond/167,gpqa-diamond,167,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
gso/gso-uploadcare--pillow-simd-0514e20,gso,gso-uploadcare--pillow-simd-0514e20,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
hle/hle/hle__6720bc27c749322fd52d6cc1,hle,hle/hle__6720bc27c749322fd52d6cc1,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
hle/hle/hle__673cd3821cf7bd0b7cc91fe5,hle,hle/hle__673cd3821cf7bd0b7cc91fe5,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
hle/hle/hle__676762beff30b300db258691,hle,hle/hle__676762beff30b300db258691,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
pixiu/pixiu-finqa-finqa4,pixiu,pixiu-finqa-finqa4,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
reasoning-gym/reasoning-gym-induction-list-functions-hard0292e21f-seed45-0,reasoning-gym,reasoning-gym-induction-list-functions-hard0292e21f-seed45-0,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
replicationbench/galaxy_soptics__millennium_data_extraction,replicationbench,galaxy_soptics__millennium_data_extraction,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
seal0/43,seal0,43,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
seal0/67,seal0,67,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
skillsbench/azure-bgp-oscillation-route-leak,skillsbench,azure-bgp-oscillation-route-leak,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
swebench-verified/django__django-10554,swebench-verified,django__django-10554,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
swesmith/oauthlib__oauthlib.1fd52536.combine_file__8fle46xq,swesmith,oauthlib__oauthlib.1fd52536.combine_file__8fle46xq,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
swesmith/oauthlib__oauthlib.1fd52536.combine_file__8tij9kub,swesmith,oauthlib__oauthlib.1fd52536.combine_file__8tij9kub,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
swesmith/oauthlib__oauthlib.1fd52536.combine_file__aq6tx8j7,swesmith,oauthlib__oauthlib.1fd52536.combine_file__aq6tx8j7,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.220550961257328,frontier,0,0,True,True,True,True
aider-polyglot/polyglot_go_matrix,aider-polyglot,polyglot_go_matrix,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2205509612573279,frontier,0,0,True,True,True,True
aider-polyglot/polyglot_java_house,aider-polyglot,polyglot_java_house,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2205509612573279,frontier,0,0,True,True,True,True
algotune/algotune-dijkstra-from-indices,algotune,algotune-dijkstra-from-indices,16,0,0.0,0.009781375,0.0378831024780095,0.0,0.156502,0.009781375,0.009781375,0.0378831024780095,0.2205509612573279,frontier,0,0,True,True,True,True
algotune/algotune-outer-product,algotune,algotune-outer-product,16,0,0.0,0.0366744375,0.1420394856690247,0.0,0.586791,0.0366744375,0.0366744375,0.1420394856690247,0.2205509612573279,frontier,0,0,True,True,True,True
arc-agi-2/a25697e4_0,arc-agi-2,a25697e4_0,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2205509612573279,frontier,0,0,True,True,True,True
arc-agi-2/e12f9a14_0,arc-agi-2,e12f9a14_0,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2205509612573279,frontier,0,0,True,True,True,True
bigcodebench/bigcodebench_655,bigcodebench,bigcodebench_655,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2205509612573279,frontier,0,0,True,True,True,True
featurebench-modal/mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,featurebench-modal,mwaskom__seaborn.7001ebe7.test_algorithms.1f0181c2.lv2,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2205509612573279,frontier,0,0,True,True,True,True
replicationbench/bayes_cal__nwp_set,replicationbench,bayes_cal__nwp_set,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.2205509612573279,frontier,0,0,True,True,True,True
algotune/algotune-unit-simplex-projection,algotune,algotune-unit-simplex-projection,16,0,0.0,0.0412743125,0.1226187522795344,0.0,0.511042,0.0412743125,0.0412743125,0.1226187522795344,0.2117039483224981,frontier,0,0,True,True,True,True
arc-agi-2/5545f144_0,arc-agi-2,5545f144_0,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.210443033165086,frontier,0,0,True,True,True,True
arc-agi-2/faa9f03d_0,arc-agi-2,faa9f03d_0,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.210443033165086,frontier,0,0,True,True,True,True
bigcodebench/bigcodebench_15,bigcodebench,bigcodebench_15,16,0,0.0,0.0416666875,0.1613743867791287,0.0,0.666667,0.0416666875,0.0416666875,0.1613743867791287,0.210443033165086,frontier,0,0,True,True,True,True
bixbench/bix-28-q6,bixbench,bix-28-q6,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.210443033165086,frontier,0,0,True,True,True,True
featurebench-modal/huggingface__transformers.e2e8dbed.test_processing_git.7342da79.lv1,featurebench-modal,huggingface__transformers.e2e8dbed.test_processing_git.7342da79.lv1,16,0,0.0,0.0208333125,0.0806870723588348,0.0,0.333333,0.0208333125,0.0208333125,0.0806870723588348,0.210443033165086,frontier,0,0,True,True,True,True
gaia2/gaia2-cli/0898_h47f9xaz8othydwkcxky3us1ucsllkl0,gaia2,gaia2-cli/0898_h47f9xaz8othydwkcxky3us1ucsllkl0,16,0,0.0,0.0052083125,0.0201717075743439,0.0,0.083333,0.0052083125,0.0052083125,0.0201717075743439,0.210443033165086,frontier,0,0,True,True,False,True
