task_column,benchmark,task_id,observed_count,missing_count,missing_fraction,observed_mean,observed_std,observed_min,observed_max,imputed_mean,imputed_normalized_mean,imputed_normalized_std,strength_correlation,difficulty_tier,negative_count,gt_one_count,is_bounded_score_task,is_reliable_observed_task,is_discriminative_task,is_mix_candidate_pool
aa-lcr/aa-lcr/aa-lcr-36,aa-lcr,aa-lcr/aa-lcr-36,16,0,0.0,0.7291666875,0.3578242859534409,0.0,1.0,0.7291666875,0.7291666875,0.3578242859534409,0.5453065205934974,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-37,aa-lcr,aa-lcr/aa-lcr-37,16,0,0.0,0.8125000625,0.2347797634516944,0.333333,1.0,0.8125000625,0.8125000625,0.2347797634516944,0.3815891618527938,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-38,aa-lcr,aa-lcr/aa-lcr-38,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,-0.5405844823145141,frontier,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-39,aa-lcr,aa-lcr/aa-lcr-39,16,0,0.0,0.8333333125,0.2635232305805122,0.333333,1.0,0.8333333125,0.8333333125,0.2635232305805122,0.6614979435289645,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-4,aa-lcr,aa-lcr/aa-lcr-4,16,0,0.0,0.8541666875,0.234779785635582,0.333333,1.0,0.8541666875,0.8541666875,0.234779785635582,0.6252057305263462,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-40,aa-lcr,aa-lcr/aa-lcr-40,16,0,0.0,0.3541666875,0.3220756238297767,0.0,1.0,0.3541666875,0.3541666875,0.3220756238297767,0.0516742280998553,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-41,aa-lcr,aa-lcr/aa-lcr-41,16,0,0.0,0.8750000625000001,0.2602081998932463,0.0,1.0,0.8750000625000001,0.8750000625000001,0.2602081998932463,0.5887822633204592,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-42,aa-lcr,aa-lcr/aa-lcr-42,16,0,0.0,0.8333333125,0.3535534200560642,0.0,1.0,0.8333333125,0.8333333125,0.3535534200560642,0.709528510315633,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-43,aa-lcr,aa-lcr/aa-lcr-43,16,0,0.0,0.7291666875,0.3166393148824302,0.0,1.0,0.7291666875,0.7291666875,0.3166393148824302,0.4624620144913868,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-44,aa-lcr,aa-lcr/aa-lcr-44,16,0,0.0,0.2708333125,0.3578242859534409,0.0,1.0,0.2708333125,0.2708333125,0.3578242859534409,0.2263410840126631,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-45,aa-lcr,aa-lcr/aa-lcr-45,16,0,0.0,0.770833375,0.3479852801604679,0.0,1.0,0.770833375,0.770833375,0.3479852801604679,0.7591219034062332,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-46,aa-lcr,aa-lcr/aa-lcr-46,16,0,0.0,0.7500000625000001,0.3818812942743904,0.0,1.0,0.7500000625000001,0.7500000625000001,0.3818812942743904,0.3186376770586865,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-47,aa-lcr,aa-lcr/aa-lcr-47,16,0,0.0,0.541666625,0.3703415137486066,0.0,1.0,0.541666625,0.541666625,0.3703415137486066,0.1369764316028911,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-48,aa-lcr,aa-lcr/aa-lcr-48,16,0,0.0,0.5625000625,0.4521361480286481,0.0,1.0,0.5625000625,0.5625000625,0.4521361480286481,0.6833607112157798,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-49,aa-lcr,aa-lcr/aa-lcr-49,16,0,0.0,0.291666625,0.3510896084968685,0.0,1.0,0.291666625,0.291666625,0.3510896084968685,0.0422863660564023,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-5,aa-lcr,aa-lcr/aa-lcr-5,16,0,0.0,0.3958333125,0.3378599764922442,0.0,1.0,0.3958333125,0.3958333125,0.3378599764922442,0.5950262680206294,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-50,aa-lcr,aa-lcr/aa-lcr-50,16,0,0.0,0.625,0.3886408474843772,0.0,1.0,0.625,0.625,0.3886408474843772,0.419446001497689,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-51,aa-lcr,aa-lcr/aa-lcr-51,16,0,0.0,0.75,0.3632416168643813,0.0,1.0,0.75,0.75,0.3632416168643813,0.6119633572123508,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-52,aa-lcr,aa-lcr/aa-lcr-52,16,0,0.0,0.3333333125,0.3908680155187808,0.0,1.0,0.3333333125,0.3333333125,0.3908680155187808,0.4944978068596239,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-53,aa-lcr,aa-lcr/aa-lcr-53,16,0,0.0,0.8333333125,0.3118048379106149,0.0,1.0,0.8333333125,0.8333333125,0.3118048379106149,0.767811826530412,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-54,aa-lcr,aa-lcr/aa-lcr-54,16,0,0.0,0.75,0.3632416168643813,0.0,1.0,0.75,0.75,0.3632416168643813,0.3729098099173081,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-55,aa-lcr,aa-lcr/aa-lcr-55,16,0,0.0,0.770833375,0.3054766624792872,0.0,1.0,0.770833375,0.770833375,0.3054766624792872,0.7407328668473238,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-56,aa-lcr,aa-lcr/aa-lcr-56,16,0,0.0,0.8125,0.3529390685530931,0.0,1.0,0.8125,0.8125,0.3529390685530931,0.4381975372022376,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-57,aa-lcr,aa-lcr/aa-lcr-57,16,0,0.0,0.854166625,0.2626984468137552,0.333333,1.0,0.854166625,0.854166625,0.2626984468137552,0.781967836502225,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-58,aa-lcr,aa-lcr/aa-lcr-58,16,0,0.0,0.8333333125,0.2635232305805122,0.333333,1.0,0.8333333125,0.8333333125,0.2635232305805122,0.4880715597038456,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-59,aa-lcr,aa-lcr/aa-lcr-59,16,0,0.0,0.625,0.4228705147231833,0.0,1.0,0.625,0.625,0.4228705147231833,0.6340176175565281,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-6,aa-lcr,aa-lcr/aa-lcr-6,16,0,0.0,0.7083334374999999,0.3703414223351826,0.0,1.0,0.7083334374999999,0.7083334374999999,0.3703414223351826,0.7612208386484497,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-60,aa-lcr,aa-lcr/aa-lcr-60,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,True
aa-lcr/aa-lcr/aa-lcr-61,aa-lcr,aa-lcr/aa-lcr-61,16,0,0.0,0.72916675,0.293890362446504,0.0,1.0,0.72916675,0.72916675,0.293890362446504,0.5609285916672659,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-62,aa-lcr,aa-lcr/aa-lcr-62,16,0,0.0,0.8125,0.2626984170743611,0.333333,1.0,0.8125,0.8125,0.2626984170743611,0.3792265047803666,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-63,aa-lcr,aa-lcr/aa-lcr-63,16,0,0.0,0.729166625,0.3378599803461256,0.0,1.0,0.729166625,0.729166625,0.3378599803461256,0.6289576768668098,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-64,aa-lcr,aa-lcr/aa-lcr-64,16,0,0.0,0.8749999374999999,0.2602083800373915,0.333333,1.0,0.8749999374999999,0.8749999374999999,0.2602083800373915,0.8021655224505613,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-65,aa-lcr,aa-lcr/aa-lcr-65,16,0,0.0,0.9166666875,0.1863390074419869,0.333333,1.0,0.9166666875,0.9166666875,0.1863390074419869,0.6135434487154896,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-66,aa-lcr,aa-lcr/aa-lcr-66,16,0,0.0,0.6041666875,0.4443902062174242,0.0,1.0,0.6041666875,0.6041666875,0.4443902062174242,0.4315609169670988,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-67,aa-lcr,aa-lcr/aa-lcr-67,16,0,0.0,0.5625001249999999,0.4034357975048314,0.0,1.0,0.5625001249999999,0.5625001249999999,0.4034357975048314,-0.1255600095625199,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-68,aa-lcr,aa-lcr/aa-lcr-68,16,0,0.0,0.8750000625000001,0.2602081998932462,0.0,1.0,0.8750000625000001,0.8750000625000001,0.2602081998932462,0.4631140408134935,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-69,aa-lcr,aa-lcr/aa-lcr-69,16,0,0.0,0.6458333125,0.3626437250997387,0.0,1.0,0.6458333125,0.6458333125,0.3626437250997387,-0.166190408673076,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-7,aa-lcr,aa-lcr/aa-lcr-7,16,0,0.0,0.5625000625000001,0.4202967195509722,0.0,1.0,0.5625000625000001,0.5625000625000001,0.4202967195509722,0.6147212050381762,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-70,aa-lcr,aa-lcr/aa-lcr-70,16,0,0.0,0.833333375,0.288675134594858,0.0,1.0,0.833333375,0.833333375,0.288675134594858,0.7358251383203193,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-71,aa-lcr,aa-lcr/aa-lcr-71,16,0,0.0,0.4583333125,0.4841229236550773,0.0,1.0,0.4583333125,0.4583333125,0.4841229236550773,0.6023401186062709,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-72,aa-lcr,aa-lcr/aa-lcr-72,16,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,frontier,0,0,True,True,False,True
aa-lcr/aa-lcr/aa-lcr-73,aa-lcr,aa-lcr/aa-lcr-73,16,0,0.0,0.2083333124999999,0.3090083068148652,0.0,1.0,0.2083333124999999,0.2083333124999999,0.3090083068148652,0.3011365430420837,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-74,aa-lcr,aa-lcr/aa-lcr-74,16,0,0.0,0.6458333125,0.3626437250997387,0.0,1.0,0.6458333125,0.6458333125,0.3626437250997387,0.322680496061984,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-75,aa-lcr,aa-lcr/aa-lcr-75,16,0,0.0,0.875,0.2856522993275653,0.0,1.0,0.875,0.875,0.2856522993275653,0.5246699719675855,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-76,aa-lcr,aa-lcr/aa-lcr-76,16,0,0.0,0.416666625,0.3996526703832772,0.0,1.0,0.416666625,0.416666625,0.3996526703832772,-0.0878080218338122,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-77,aa-lcr,aa-lcr/aa-lcr-77,16,0,0.0,0.7708333125,0.3673998788880649,0.0,1.0,0.7708333125,0.7708333125,0.3673998788880649,0.7128297846375615,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-78,aa-lcr,aa-lcr/aa-lcr-78,16,0,0.0,0.041666625,0.1102395277213866,0.0,0.333333,0.041666625,0.041666625,0.1102395277213866,0.0243449037419232,frontier,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-79,aa-lcr,aa-lcr/aa-lcr-79,16,0,0.0,0.7708333125,0.327421604537773,0.0,1.0,0.7708333125,0.7708333125,0.327421604537773,0.7736964501519731,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-8,aa-lcr,aa-lcr/aa-lcr-8,16,0,0.0,0.72916675,0.3378598955599976,0.0,1.0,0.72916675,0.72916675,0.3378598955599976,0.1181799967005399,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-80,aa-lcr,aa-lcr/aa-lcr-80,16,0,0.0,0.145833375,0.2626984468137552,0.0,0.666667,0.145833375,0.145833375,0.2626984468137552,-0.1063234440602396,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-81,aa-lcr,aa-lcr/aa-lcr-81,16,0,0.0,0.2708333125,0.2692260979926348,0.0,0.666667,0.2708333125,0.2708333125,0.2692260979926348,-0.2331451711021306,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-82,aa-lcr,aa-lcr/aa-lcr-82,16,0,0.0,0.9166666875,0.2499999791666788,0.0,1.0,0.9166666875,0.9166666875,0.2499999791666788,0.3892556173345068,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-83,aa-lcr,aa-lcr/aa-lcr-83,16,0,0.0,0.8750000625000001,0.199826283063086,0.333333,1.0,0.8750000625000001,0.8750000625000001,0.199826283063086,0.7477829976146436,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-84,aa-lcr,aa-lcr/aa-lcr-84,16,0,0.0,0.7708334374999999,0.2818280956910987,0.0,1.0,0.7708334374999999,0.7708334374999999,0.2818280956910987,0.4424720888710439,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-85,aa-lcr,aa-lcr/aa-lcr-85,16,0,0.0,0.833333375,0.288675134594858,0.0,1.0,0.833333375,0.833333375,0.288675134594858,0.7358251383203193,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-86,aa-lcr,aa-lcr/aa-lcr-86,16,0,0.0,0.20833325,0.231990196751797,0.0,0.666667,0.20833325,0.20833325,0.231990196751797,0.2980409913595031,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-87,aa-lcr,aa-lcr/aa-lcr-87,16,0,0.0,0.2708331875,0.3166392244140441,0.0,1.0,0.2708331875,0.2708331875,0.3166392244140441,0.3309480815966629,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-88,aa-lcr,aa-lcr/aa-lcr-88,16,0,0.0,0.39583325,0.3166393354434387,0.0,1.0,0.39583325,0.39583325,0.3166393354434387,0.4441684183110139,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-89,aa-lcr,aa-lcr/aa-lcr-89,16,0,0.0,0.7916666875,0.351089586244686,0.0,1.0,0.7916666875,0.7916666875,0.351089586244686,0.2596871235501211,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-9,aa-lcr,aa-lcr/aa-lcr-9,16,0,0.0,0.520833375,0.4404661652253887,0.0,1.0,0.520833375,0.520833375,0.4404661652253887,0.686837933711304,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-90,aa-lcr,aa-lcr/aa-lcr-90,16,0,0.0,0.1041666875,0.2272649178425144,0.0,0.666667,0.1041666875,0.1041666875,0.2272649178425144,0.2411377030325295,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-91,aa-lcr,aa-lcr/aa-lcr-91,16,0,0.0,0.8124999374999999,0.3326817446587408,0.0,1.0,0.8124999374999999,0.8124999374999999,0.3326817446587408,0.0769001267944008,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-92,aa-lcr,aa-lcr/aa-lcr-92,16,0,0.0,0.375,0.4545296867214781,0.0,1.0,0.375,0.375,0.4545296867214781,0.4223280311893105,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-93,aa-lcr,aa-lcr/aa-lcr-93,16,0,0.0,0.9166666875,0.2499999791666788,0.0,1.0,0.9166666875,0.9166666875,0.2499999791666788,0.0354080476902359,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-94,aa-lcr,aa-lcr/aa-lcr-94,16,0,0.0,0.5624999374999999,0.4521361653077351,0.0,1.0,0.5624999374999999,0.5624999374999999,0.4521361653077351,0.488298815791831,medium,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-95,aa-lcr,aa-lcr/aa-lcr-95,16,0,0.0,0.2708333125,0.3578242859534409,0.0,1.0,0.2708333125,0.2708333125,0.3578242859534409,0.1510908440022948,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-96,aa-lcr,aa-lcr/aa-lcr-96,16,0,0.0,0.895833375,0.1943203835380101,0.333333,1.0,0.895833375,0.895833375,0.1943203835380101,0.5580418735581991,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-97,aa-lcr,aa-lcr/aa-lcr-97,16,0,0.0,0.8541666875,0.234779785635582,0.333333,1.0,0.8541666875,0.8541666875,0.234779785635582,0.735719842277754,easy,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-98,aa-lcr,aa-lcr/aa-lcr-98,16,0,0.0,0.1249999375,0.2602081998932462,0.0,1.0,0.1249999375,0.1249999375,0.2602081998932462,0.2693148959373098,hard,0,0,True,True,True,True
aa-lcr/aa-lcr/aa-lcr-99,aa-lcr,aa-lcr/aa-lcr-99,16,0,0.0,0.5625,0.4034358168697655,0.0,1.0,0.5625,0.5625,0.4034358168697655,0.0433703275558894,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_all-your-base,aider-polyglot,polyglot_cpp_all-your-base,16,0,0.0,0.3125,0.4325112554733403,0.0,1.0,0.3125,0.3125,0.4325112554733403,0.4721110857844082,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_allergies,aider-polyglot,polyglot_cpp_allergies,16,0,0.0,0.3541666875,0.3626437250997387,0.0,1.0,0.3541666875,0.3541666875,0.3626437250997387,0.4677542090037478,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_bank-account,aider-polyglot,polyglot_cpp_bank-account,16,0,0.0,0.5208333125,0.4244073083349176,0.0,1.0,0.5208333125,0.5208333125,0.4244073083349176,0.4935302454311502,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_binary-search-tree,aider-polyglot,polyglot_cpp_binary-search-tree,16,0,0.0,0.1875,0.3111080555405951,0.0,1.0,0.1875,0.1875,0.3111080555405951,0.457231743508834,hard,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_circular-buffer,aider-polyglot,polyglot_cpp_circular-buffer,16,0,0.0,0.354166625,0.4161455261784744,0.0,1.0,0.354166625,0.354166625,0.4161455261784744,0.3476880655199054,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_clock,aider-polyglot,polyglot_cpp_clock,16,0,0.0,0.2916665625,0.3307189217573906,0.0,1.0,0.2916665625,0.2916665625,0.3307189217573906,0.3090586549769348,hard,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_complex-numbers,aider-polyglot,polyglot_cpp_complex-numbers,16,0,0.0,0.583333375,0.3632416455413797,0.0,1.0,0.583333375,0.583333375,0.3632416455413797,0.4888784928608897,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_crypto-square,aider-polyglot,polyglot_cpp_crypto-square,16,0,0.0,0.3750000625,0.4061164930199321,0.0,1.0,0.3750000625,0.3750000625,0.4061164930199321,0.5586711239831584,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_diamond,aider-polyglot,polyglot_cpp_diamond,16,0,0.0,0.520833375,0.372095303558926,0.0,1.0,0.520833375,0.520833375,0.372095303558926,0.6459921413324425,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_dnd-character,aider-polyglot,polyglot_cpp_dnd-character,16,0,0.0,0.5000000625000001,0.3535534789816932,0.0,1.0,0.5000000625000001,0.5000000625000001,0.3535534789816932,0.719984915247819,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_gigasecond,aider-polyglot,polyglot_cpp_gigasecond,16,0,0.0,0.333333375,0.3726780707856102,0.0,1.0,0.333333375,0.333333375,0.3726780707856102,0.4628422608336879,medium,0,0,True,True,True,True
aider-polyglot/polyglot_cpp_grade-school,aider-polyglot,polyglot_cpp_grade-school,16,0,0.0,0.604166625,0.3947353829712816,0.0,1.0,0.604166625,0.604166625,0.3947353829712816,0.5968450270622889,medium,0,0,True,True,True,True
