benchmark,task_column,task_id,representativeness_score,leave_one_out_aggregate_correlation,useful_representativeness_score,mean_abs_similarity_to_peer_tasks,difficulty_tier,task_score,observed_mean,observed_std,strength_correlation
humanevalfix,humanevalfix/python-69,python-69,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-53,python-53,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-100,python-100,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-67,python-67,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-0,python-0,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-49,python-49,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-5,python-5,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-50,python-50,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-51,python-51,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-52,python-52,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-48,python-48,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-54,python-54,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-56,python-56,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-57,python-57,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-59,python-59,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-6,python-6,0.9885519544604149,0.9883848827468086,0.23924988690759746,0.8953716857538988,easy,0.9375,0.9375,0.2420614591379635,0.7713614692119413
humanevalfix,humanevalfix/python-60,python-60,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
humanevalfix,humanevalfix/python-61,python-61,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-63,python-63,0.9885519544604149,0.9883848827468086,0.07974988255257019,0.895371685753899,saturated,0.9791666875,0.9791666875,0.0806870723588348,0.7713614692119415
humanevalfix,humanevalfix/python-65,python-65,0.9885519544604149,0.9883848827468085,0.15950000435502723,0.8953716857538988,saturated,0.9583333125,0.9583333125,0.1613743867791287,0.7713614692119416
mmmlu,mmmlu/mmmlu-pt-br-00117,mmmlu-pt-br-00117,0.9862424333382399,0.9860010856367114,0.4786698547634177,0.8430158355599768,medium,0.4791666875,0.4791666875,0.4854658496185286,0.1671706103260198
mmmlu,mmmlu/mmmlu-sw-ke-00134,mmmlu-sw-ke-00134,0.9862424333382399,0.9860010856367114,0.4786698547634177,0.8430158355599768,medium,0.4791666875,0.4791666875,0.4854658496185286,0.1671706103260198
mmmlu,mmmlu/mmmlu-yo-ng-00142,mmmlu-yo-ng-00142,0.9862424333382399,0.9860010856367114,0.4786698547634177,0.8430158355599768,medium,0.4791666875,0.4791666875,0.4854658496185286,0.1671706103260198
mmmlu,mmmlu/mmmlu-ja-jp-00099,mmmlu-ja-jp-00099,0.9862424333382399,0.9860010856367114,0.4786698547634177,0.8430158355599768,medium,0.4791666875,0.4791666875,0.4854658496185286,0.1671706103260198
livecodebench,livecodebench/abc325_c,abc325_c,0.9851946588114456,0.9847719500381023,0.2835379087975318,0.7258333386164002,easy,0.8541666875,0.8541666875,0.2879224055747743,0.8640014034006529
quixbugs,quixbugs/quixbugs-python-find_in_sorted,quixbugs-python-find_in_sorted,0.9850744976927739,0.9845584093496196,0.3275445091507738,0.7253704778322083,easy,0.8541666875,0.8541666875,0.3326816428972898,0.9049378408299864
mmmlu,mmmlu/mmmlu-hi-in-00062,mmmlu-hi-in-00062,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-ko-kr-00103,mmmlu-ko-kr-00103,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-id-id-00079,mmmlu-id-id-00079,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-es-la-00042,mmmlu-es-la-00042,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-en-us-00032,mmmlu-en-us-00032,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-ko-kr-00106,mmmlu-ko-kr-00106,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-pt-br-00116,mmmlu-pt-br-00116,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-bn-bd-00014,mmmlu-bn-bd-00014,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-bn-bd-00012,mmmlu-bn-bd-00012,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-it-it-00082,mmmlu-it-it-00082,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-en-us-00039,mmmlu-en-us-00039,0.9817990017224884,0.9814804364280179,0.4907402182140089,0.8391838289716869,medium,0.5,0.5,0.5,0.0378334473840963
mmmlu,mmmlu/mmmlu-de-de-00024,mmmlu-de-de-00024,0.9813098631083986,0.9809828194680916,0.47623365791425676,0.8390505940996927,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0544355671955911
mmmlu,mmmlu/mmmlu-fr-fr-00057,mmmlu-fr-fr-00057,0.9813098631083986,0.9809828194680916,0.47623365791425676,0.8390505940996927,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0544355671955911
mmmlu,mmmlu/mmmlu-ko-kr-00102,mmmlu-ko-kr-00102,0.9813098631083986,0.9809828194680916,0.47623365791425676,0.8390505940996927,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0544355671955911
mmmlu,mmmlu/mmmlu-ar-xy-00002,mmmlu-ar-xy-00002,0.9813098631083986,0.9809828194680916,0.47623365791425676,0.8390505940996927,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0544355671955911
mmmlu,mmmlu/mmmlu-ar-xy-00005,mmmlu-ar-xy-00005,0.9813098631083986,0.9809828194680916,0.47623365791425676,0.8390505940996927,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0544355671955911
dacode,dacode/dacode-data-wrangling-021,dacode-data-wrangling-021,0.9791323973310421,0.9786810253290261,0.27650120662211963,0.5843220274228715,easy,0.8141024375000001,0.8141024375000001,0.2825243357805591,0.9484603184157644
mmmlu,mmmlu/mmmlu-bn-bd-00013,mmmlu-bn-bd-00013,0.9764847666516481,0.9760743209140887,0.44505063934871203,0.8349081111007036,medium,0.5208333125,0.5208333125,0.4559597868858227,0.1751420677014772
mmmlu,mmmlu/mmmlu-id-id-00077,mmmlu-id-id-00077,0.9764769783755799,0.976066398358219,0.4583212545862363,0.83459411553698,medium,0.541666625,0.541666625,0.4695595047193,0.0619040403247114
mmmlu,mmmlu/mmmlu-id-id-00072,mmmlu-id-id-00072,0.9764769783755799,0.9760663983582188,0.45832125458623624,0.83459411553698,medium,0.541666625,0.541666625,0.4695595047193,0.0619040403247114
dacode,dacode/dacode-di-csv-031,dacode-di-csv-031,0.9761786024338294,0.9756641330488895,0.21215231341631657,0.5786793731924651,medium,0.6614583125,0.6614583125,0.2174440017112793,0.924697123357373
mmmlu,mmmlu/mmmlu-sw-ke-00136,mmmlu-sw-ke-00136,0.9760474627056345,0.9756294789926581,0.4581160949453412,0.834223701589898,medium,0.458333375,0.458333375,0.4695595047193,0.166379306914633
dacode,dacode/dacode-ml-binary-001,dacode-ml-binary-001,0.9750209660624221,0.9744818215567757,0.24638239813931645,0.5821183985551459,medium,0.6932166874999999,0.6932166874999999,0.2528342681094966,0.8991892199531556
quixbugs,quixbugs/quixbugs-python-to_base,quixbugs-python-to_base,0.9749204891940245,0.9740579653535297,0.22136920346991668,0.7169921444145193,easy,0.8958333125,0.8958333125,0.2272649178425144,0.9042268302631152
mmmlu,mmmlu/mmmlu-zh-cn-00123,mmmlu-zh-cn-00123,0.9743653876700323,0.9739184416838863,0.47280414375122126,0.8327730815151878,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0444063065319811
mmmlu,mmmlu/mmmlu-de-de-00029,mmmlu-de-de-00029,0.9743653876700323,0.9739184416838863,0.47280414375122126,0.8327730815151878,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0444063065319811
mmmlu,mmmlu/mmmlu-ar-xy-00009,mmmlu-ar-xy-00009,0.9743653876700323,0.9739184416838863,0.47280414375122126,0.8327730815151878,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0444063065319811
mmmlu,mmmlu/mmmlu-it-it-00089,mmmlu-it-it-00089,0.9743653876700323,0.9739184416838863,0.47280414375122126,0.8327730815151878,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0444063065319811
mmmlu,mmmlu/mmmlu-en-us-00033,mmmlu-en-us-00033,0.9743653876700323,0.9739184416838863,0.47280414375122126,0.8327730815151878,medium,0.5208333125,0.5208333125,0.4854658496185286,0.0444063065319811
mmmlu,mmmlu/mmmlu-yo-ng-00145,mmmlu-yo-ng-00145,0.9740112153372453,0.9735581776811548,0.45893974055385545,0.8324676489474677,medium,0.5,0.5,0.4714045355224375,0.2081771540632582
mmmlu,mmmlu/mmmlu-it-it-00084,mmmlu-it-it-00084,0.973998527415582,0.9735452715727809,0.45713743554153147,0.8330534548307956,medium,0.541666625,0.541666625,0.4695595047193,0.0375220627113475
swebench-multilingual,swebench-multilingual/swe-bench/swebench_multilingual__prometheus__prometheus-10720,swe-bench/swebench_multilingual__prometheus__prometheus-10720,0.9730003135681263,0.971340734199671,0.38819889295760385,0.6939042836103088,easy,0.75,0.75,0.3996526443189448,0.7700843100172816
